CSDUID,DGUID
2430010,2021A00052430010
2430015,2021A00052430015
2430020,2021A00052430020
2430025,2021A00052430025
2430030,2021A00052430030
2430035,2021A00052430035
2430040,2021A00052430040
2430045,2021A00052430045
2430050,2021A00052430050
2430055,2021A00052430055
2430070,2021A00052430070
2430072,2021A00052430072
2430080,2021A00052430080
2430085,2021A00052430085
2430090,2021A00052430090
2430095,2021A00052430095
2430100,2021A00052430100
2430105,2021A00052430105
2430110,2021A00052430110
2431008,2021A00052431008
2431015,2021A00052431015
2431020,2021A00052431020
2431025,2021A00052431025
2431030,2021A00052431030
2431035,2021A00052431035
2431040,2021A00052431040
2431045,2021A00052431045
2431050,2021A00052431050
2431056,2021A00052431056
2431060,2021A00052431060
2431084,2021A00052431084
2431095,2021A00052431095
2431100,2021A00052431100
2431105,2021A00052431105
2431122,2021A00052431122
2431130,2021A00052431130
2431135,2021A00052431135
2431140,2021A00052431140
2432013,2021A00052432013
2432023,2021A00052432023
2432033,2021A00052432033
2432040,2021A00052432040
2432045,2021A00052432045
2432050,2021A00052432050
2432058,2021A00052432058
2432065,2021A00052432065
2432072,2021A00052432072
2432080,2021A00052432080
2432085,2021A00052432085
2433007,2021A00052433007
2433017,2021A00052433017
2433025,2021A00052433025
2433030,2021A00052433030
2433035,2021A00052433035
2433040,2021A00052433040
2433045,2021A00052433045
2433052,2021A00052433052
2433060,2021A00052433060
2433065,2021A00052433065
2433070,2021A00052433070
2433080,2021A00052433080
2433085,2021A00052433085
2433090,2021A00052433090
2433095,2021A00052433095
2433102,2021A00052433102
2433115,2021A00052433115
2433123,2021A00052433123
2434007,2021A00052434007
2434017,2021A00052434017
2434025,2021A00052434025
2434030,2021A00052434030
2434038,2021A00052434038
2434048,2021A00052434048
2434058,2021A00052434058
2434060,2021A00052434060
2434065,2021A00052434065
2434078,2021A00052434078
2434085,2021A00052434085
2434090,2021A00052434090
2434097,2021A00052434097
2434105,2021A00052434105
2434115,2021A00052434115
2434120,2021A00052434120
2434128,2021A00052434128
2434135,2021A00052434135
2434902,2021A00052434902
2434904,2021A00052434904
2434906,2021A00052434906
2435005,2021A00052435005
2435010,2021A00052435010
2435015,2021A00052435015
2435020,2021A00052435020
2435027,2021A00052435027
2435035,2021A00052435035
2435040,2021A00052435040
2435045,2021A00052435045
2435050,2021A00052435050
2435055,2021A00052435055
2435902,2021A00052435902
2435904,2021A00052435904
2435906,2021A00052435906
2435908,2021A00052435908
2436033,2021A00052436033
2437067,2021A00052437067
2437205,2021A00052437205
2437210,2021A00052437210
2437215,2021A00052437215
2437220,2021A00052437220
2437225,2021A00052437225
2437230,2021A00052437230
2437235,2021A00052437235
2437240,2021A00052437240
2437245,2021A00052437245
2437250,2021A00052437250
2438005,2021A00052438005
2438010,2021A00052438010
2438015,2021A00052438015
2438020,2021A00052438020
2438028,2021A00052438028
2438035,2021A00052438035
2438040,2021A00052438040
2438047,2021A00052438047
2438055,2021A00052438055
2438060,2021A00052438060
2438065,2021A00052438065
2438070,2021A00052438070
2438802,2021A00052438802
2439005,2021A00052439005
2439010,2021A00052439010
2439015,2021A00052439015
2439020,2021A00052439020
2439025,2021A00052439025
2439030,2021A00052439030
2439035,2021A00052439035
2439043,2021A00052439043
2439060,2021A00052439060
2439062,2021A00052439062
2439077,2021A00052439077
2439085,2021A00052439085
2439090,2021A00052439090
2439097,2021A00052439097
2439105,2021A00052439105
2439117,2021A00052439117
2439130,2021A00052439130
2439135,2021A00052439135
2439145,2021A00052439145
2439152,2021A00052439152
2439165,2021A00052439165
2439170,2021A00052439170
2440005,2021A00052440005
2440010,2021A00052440010
2440017,2021A00052440017
2440025,2021A00052440025
2440032,2021A00052440032
2440043,2021A00052440043
2440047,2021A00052440047
2441012,2021A00052441012
2441020,2021A00052441020
2441027,2021A00052441027
2441037,2021A00052441037
2441038,2021A00052441038
2441055,2021A00052441055
2441060,2021A00052441060
2441065,2021A00052441065
2441070,2021A00052441070
2441075,2021A00052441075
2441080,2021A00052441080
2441085,2021A00052441085
2441098,2021A00052441098
2441117,2021A00052441117
2442005,2021A00052442005
2442020,2021A00052442020
2442025,2021A00052442025
2442032,2021A00052442032
2442040,2021A00052442040
2442045,2021A00052442045
2442050,2021A00052442050
2442055,2021A00052442055
2442060,2021A00052442060
2442065,2021A00052442065
2442070,2021A00052442070
2442075,2021A00052442075
2442078,2021A00052442078
2442088,2021A00052442088
2442095,2021A00052442095
2442098,2021A00052442098
2442100,2021A00052442100
2442110,2021A00052442110
2443027,2021A00052443027
2444003,2021A00052444003
2444005,2021A00052444005
2444010,2021A00052444010
2444015,2021A00052444015
2444023,2021A00052444023
2444037,2021A00052444037
2444045,2021A00052444045
2444050,2021A00052444050
2444055,2021A00052444055
2444060,2021A00052444060
2444071,2021A00052444071
2444080,2021A00052444080
2445008,2021A00052445008
2445020,2021A00052445020
2445025,2021A00052445025
2445030,2021A00052445030
2445035,2021A00052445035
2445043,2021A00052445043
2445050,2021A00052445050
2445055,2021A00052445055
2445060,2021A00052445060
2445072,2021A00052445072
2445080,2021A00052445080
2445085,2021A00052445085
2445093,2021A00052445093
2445095,2021A00052445095
2445100,2021A00052445100
2445105,2021A00052445105
2445115,2021A00052445115
2446005,2021A00052446005
2446010,2021A00052446010
2446017,2021A00052446017
2446025,2021A00052446025
2446030,2021A00052446030
2446035,2021A00052446035
2446040,2021A00052446040
2446045,2021A00052446045
2446050,2021A00052446050
2446058,2021A00052446058
2446065,2021A00052446065
2446070,2021A00052446070
2446075,2021A00052446075
2446078,2021A00052446078
2446080,2021A00052446080
2446085,2021A00052446085
2446090,2021A00052446090
2446095,2021A00052446095
2446100,2021A00052446100
2446105,2021A00052446105
2446112,2021A00052446112
2447010,2021A00052447010
2447017,2021A00052447017
2447025,2021A00052447025
2447030,2021A00052447030
2447035,2021A00052447035
2447040,2021A00052447040
2447047,2021A00052447047
2447055,2021A00052447055
2448005,2021A00052448005
2448010,2021A00052448010
2448015,2021A00052448015
2448020,2021A00052448020
2448028,2021A00052448028
2448038,2021A00052448038
2448045,2021A00052448045
2448050,2021A00052448050
2449005,2021A00052449005
2449015,2021A00052449015
2449020,2021A00052449020
2449025,2021A00052449025
2449030,2021A00052449030
2449040,2021A00052449040
2449048,2021A00052449048
2449058,2021A00052449058
2449070,2021A00052449070
2449075,2021A00052449075
2449080,2021A00052449080
2449085,2021A00052449085
2449095,2021A00052449095
2449100,2021A00052449100
2449105,2021A00052449105
2449113,2021A00052449113
2449125,2021A00052449125
2449130,2021A00052449130
2450005,2021A00052450005
2450013,2021A00052450013
2450023,2021A00052450023
2450030,2021A00052450030
2450035,2021A00052450035
2450042,2021A00052450042
2450050,2021A00052450050
2450057,2021A00052450057
2450065,2021A00052450065
2450072,2021A00052450072
2450085,2021A00052450085
2450090,2021A00052450090
2450095,2021A00052450095
2450100,2021A00052450100
2450113,2021A00052450113
2450128,2021A00052450128
2450802,2021A00052450802
2451008,2021A00052451008
2451015,2021A00052451015
2451020,2021A00052451020
2451025,2021A00052451025
2451030,2021A00052451030
2451035,2021A00052451035
2451040,2021A00052451040
2451045,2021A00052451045
2451050,2021A00052451050
2451055,2021A00052451055
2451060,2021A00052451060
2451065,2021A00052451065
2451070,2021A00052451070
2451075,2021A00052451075
2451080,2021A00052451080
2451085,2021A00052451085
2451090,2021A00052451090
2452007,2021A00052452007
2452017,2021A00052452017
2452030,2021A00052452030
2452035,2021A00052452035
2452040,2021A00052452040
2452045,2021A00052452045
2452050,2021A00052452050
2452055,2021A00052452055
2452062,2021A00052452062
2452070,2021A00052452070
2452075,2021A00052452075
2452080,2021A00052452080
2452085,2021A00052452085
2452090,2021A00052452090
2452095,2021A00052452095
2453005,2021A00052453005
2453010,2021A00052453010
2453015,2021A00052453015
2453020,2021A00052453020
2453025,2021A00052453025
2453032,2021A00052453032
2453040,2021A00052453040
2453050,2021A00052453050
2453052,2021A00052453052
2453065,2021A00052453065
2453072,2021A00052453072
2453085,2021A00052453085
2454008,2021A00052454008
2454017,2021A00052454017
2454025,2021A00052454025
2454030,2021A00052454030
2454035,2021A00052454035
2454048,2021A00052454048
2454060,2021A00052454060
2454065,2021A00052454065
2454072,2021A00052454072
2454090,2021A00052454090
2454095,2021A00052454095
2454100,2021A00052454100
2454105,2021A00052454105
2454110,2021A00052454110
2454115,2021A00052454115
2454120,2021A00052454120
2454125,2021A00052454125
2455008,2021A00052455008
2455015,2021A00052455015
2455023,2021A00052455023
2455030,2021A00052455030
2455037,2021A00052455037
2455048,2021A00052455048
2455057,2021A00052455057
2455065,2021A00052455065
2456005,2021A00052456005
2456010,2021A00052456010
2456015,2021A00052456015
2456023,2021A00052456023
2456030,2021A00052456030
2456035,2021A00052456035
2456042,2021A00052456042
2456050,2021A00052456050
2456055,2021A00052456055
2456060,2021A00052456060
2456065,2021A00052456065
2456083,2021A00052456083
2456097,2021A00052456097
2456105,2021A00052456105
2457005,2021A00052457005
2457010,2021A00052457010
2457020,2021A00052457020
2457025,2021A00052457025
2457030,2021A00052457030
2457033,2021A00052457033
2457035,2021A00052457035
2457040,2021A00052457040
2457045,2021A00052457045
2457050,2021A00052457050
2457057,2021A00052457057
2457068,2021A00052457068
2457075,2021A00052457075
2458007,2021A00052458007
2458012,2021A00052458012
2458033,2021A00052458033
2458037,2021A00052458037
2458227,2021A00052458227
2459010,2021A00052459010
2459015,2021A00052459015
2459020,2021A00052459020
2459025,2021A00052459025
2459030,2021A00052459030
2459035,2021A00052459035
2460005,2021A00052460005
2460013,2021A00052460013
2460020,2021A00052460020
2460028,2021A00052460028
2460037,2021A00052460037
2461005,2021A00052461005
2461013,2021A00052461013
2461020,2021A00052461020
2461025,2021A00052461025
2461027,2021A00052461027
2461030,2021A00052461030
2461035,2021A00052461035
2461040,2021A00052461040
2461045,2021A00052461045
2461050,2021A00052461050
2462007,2021A00052462007
2462015,2021A00052462015
2462020,2021A00052462020
2462025,2021A00052462025
2462030,2021A00052462030
2462037,2021A00052462037
2462047,2021A00052462047
2462053,2021A00052462053
2462055,2021A00052462055
2462060,2021A00052462060
2462065,2021A00052462065
2462070,2021A00052462070
2462075,2021A00052462075
2462080,2021A00052462080
2462085,2021A00052462085
2462802,2021A00052462802
2462902,2021A00052462902
2462904,2021A00052462904
2462906,2021A00052462906
2462908,2021A00052462908
2462910,2021A00052462910
2462912,2021A00052462912
2462914,2021A00052462914
2462916,2021A00052462916
2462918,2021A00052462918
2462919,2021A00052462919
2462920,2021A00052462920
2462922,2021A00052462922
2463005,2021A00052463005
2463013,2021A00052463013
2463023,2021A00052463023
2463030,2021A00052463030
2463035,2021A00052463035
2463040,2021A00052463040
2463048,2021A00052463048
2463055,2021A00052463055
2463060,2021A00052463060
2463065,2021A00052463065
2464008,2021A00052464008
2464015,2021A00052464015
2465005,2021A00052465005
2466007,2021A00052466007
2466023,2021A00052466023
2466032,2021A00052466032
2466047,2021A00052466047
2466058,2021A00052466058
2466062,2021A00052466062
2466072,2021A00052466072
2466087,2021A00052466087
2466092,2021A00052466092
2466097,2021A00052466097
2466102,2021A00052466102
2466107,2021A00052466107
2466112,2021A00052466112
2466117,2021A00052466117
2466127,2021A00052466127
2466142,2021A00052466142
2467005,2021A00052467005
2467010,2021A00052467010
2467015,2021A00052467015
2467020,2021A00052467020
2467025,2021A00052467025
2467030,2021A00052467030
2467035,2021A00052467035
2467040,2021A00052467040
2467045,2021A00052467045
2467050,2021A00052467050
2467055,2021A00052467055
2467802,2021A00052467802
2468005,2021A00052468005
2468010,2021A00052468010
2468015,2021A00052468015
2468020,2021A00052468020
2468025,2021A00052468025
2468030,2021A00052468030
2468035,2021A00052468035
2468040,2021A00052468040
2468045,2021A00052468045
2468050,2021A00052468050
2468055,2021A00052468055
2469005,2021A00052469005
2469010,2021A00052469010
2469017,2021A00052469017
2469025,2021A00052469025
2469030,2021A00052469030
2469037,2021A00052469037
2469045,2021A00052469045
2469050,2021A00052469050
2469055,2021A00052469055
2469060,2021A00052469060
2469065,2021A00052469065
2469070,2021A00052469070
2469075,2021A00052469075
2469802,2021A00052469802
2470005,2021A00052470005
2470012,2021A00052470012
2470022,2021A00052470022
2470030,2021A00052470030
2470035,2021A00052470035
2470040,2021A00052470040
2470052,2021A00052470052
2471005,2021A00052471005
2471015,2021A00052471015
2471020,2021A00052471020
2471025,2021A00052471025
2471033,2021A00052471033
2471040,2021A00052471040
2471045,2021A00052471045
2471050,2021A00052471050
2471055,2021A00052471055
2471060,2021A00052471060
2471065,2021A00052471065
2471070,2021A00052471070
2471075,2021A00052471075
2471083,2021A00052471083
2471090,2021A00052471090
2471095,2021A00052471095
2471100,2021A00052471100
2471105,2021A00052471105
2471110,2021A00052471110
2471115,2021A00052471115
2471125,2021A00052471125
2471133,2021A00052471133
2471140,2021A00052471140
2472005,2021A00052472005
2472010,2021A00052472010
2472015,2021A00052472015
2472020,2021A00052472020
2472025,2021A00052472025
2472032,2021A00052472032
2472043,2021A00052472043
2472802,2021A00052472802
2473005,2021A00052473005
2473010,2021A00052473010
2473015,2021A00052473015
2473020,2021A00052473020
2473025,2021A00052473025
2473030,2021A00052473030
2473035,2021A00052473035
2474005,2021A00052474005
2475005,2021A00052475005
2475017,2021A00052475017
2475028,2021A00052475028
2475040,2021A00052475040
2475045,2021A00052475045
2476008,2021A00052476008
2476020,2021A00052476020
2476025,2021A00052476025
2476030,2021A00052476030
2476035,2021A00052476035
2476043,2021A00052476043
2476052,2021A00052476052
2476055,2021A00052476055
2476065,2021A00052476065
2477011,2021A00052477011
2477012,2021A00052477012
2477022,2021A00052477022
2477030,2021A00052477030
2477035,2021A00052477035
2477043,2021A00052477043
2477050,2021A00052477050
2477055,2021A00052477055
2477060,2021A00052477060
2477065,2021A00052477065
2478005,2021A00052478005
2478010,2021A00052478010
2478015,2021A00052478015
2478020,2021A00052478020
2478032,2021A00052478032
2478042,2021A00052478042
2478047,2021A00052478047
2478050,2021A00052478050
2478055,2021A00052478055
2478060,2021A00052478060
2478065,2021A00052478065
2478070,2021A00052478070
2478075,2021A00052478075
2478095,2021A00052478095
2478100,2021A00052478100
2478102,2021A00052478102
2478115,2021A00052478115
2478120,2021A00052478120
2478127,2021A00052478127
2478130,2021A00052478130
2478802,2021A00052478802
2479005,2021A00052479005
2479010,2021A00052479010
2479015,2021A00052479015
2479022,2021A00052479022
2479025,2021A00052479025
2479030,2021A00052479030
2479037,2021A00052479037
2479047,2021A00052479047
2479050,2021A00052479050
2479060,2021A00052479060
2479065,2021A00052479065
2479078,2021A00052479078
2479088,2021A00052479088
2479097,2021A00052479097
2479105,2021A00052479105
2479110,2021A00052479110
2479115,2021A00052479115
2479902,2021A00052479902
2479904,2021A00052479904
2479906,2021A00052479906
2479910,2021A00052479910
2479912,2021A00052479912
2479914,2021A00052479914
2479916,2021A00052479916
2479920,2021A00052479920
2479922,2021A00052479922
2479924,2021A00052479924
2479926,2021A00052479926
2480005,2021A00052480005
2480010,2021A00052480010
2480015,2021A00052480015
2480020,2021A00052480020
2480027,2021A00052480027
2480037,2021A00052480037
2480045,2021A00052480045
2480050,2021A00052480050
2480055,2021A00052480055
2480060,2021A00052480060
2480065,2021A00052480065
2480070,2021A00052480070
2480078,2021A00052480078
2480085,2021A00052480085
2480090,2021A00052480090
2480095,2021A00052480095
2480103,2021A00052480103
2480110,2021A00052480110
2480115,2021A00052480115
2480125,2021A00052480125
2480130,2021A00052480130
2480135,2021A00052480135
2480140,2021A00052480140
2480145,2021A00052480145
2481017,2021A00052481017
2482005,2021A00052482005
2482010,2021A00052482010
2482015,2021A00052482015
2482020,2021A00052482020
2482025,2021A00052482025
2482030,2021A00052482030
2482035,2021A00052482035
2483005,2021A00052483005
2483010,2021A00052483010
2483015,2021A00052483015
2483020,2021A00052483020
2483032,2021A00052483032
2483040,2021A00052483040
2483045,2021A00052483045
2483050,2021A00052483050
2483055,2021A00052483055
2483060,2021A00052483060
2483065,2021A00052483065
2483070,2021A00052483070
2483075,2021A00052483075
2483085,2021A00052483085
2483088,2021A00052483088
2483090,2021A00052483090
2483095,2021A00052483095
2483802,2021A00052483802
2483804,2021A00052483804
2483902,2021A00052483902
2483904,2021A00052483904
2483906,2021A00052483906
2483908,2021A00052483908
2483912,2021A00052483912
2484005,2021A00052484005
2484010,2021A00052484010
2484015,2021A00052484015
2484020,2021A00052484020
2484025,2021A00052484025
2484030,2021A00052484030
2484035,2021A00052484035
2484040,2021A00052484040
2484045,2021A00052484045
2484050,2021A00052484050
2484055,2021A00052484055
2484060,2021A00052484060
2484065,2021A00052484065
2484070,2021A00052484070
2484082,2021A00052484082
2484090,2021A00052484090
2484095,2021A00052484095
2484100,2021A00052484100
2484902,2021A00052484902
2485005,2021A00052485005
2485010,2021A00052485010
2485015,2021A00052485015
2485020,2021A00052485020
2485025,2021A00052485025
2485030,2021A00052485030
2485037,2021A00052485037
2485045,2021A00052485045
2485052,2021A00052485052
2485055,2021A00052485055
2485060,2021A00052485060
2485065,2021A00052485065
2485070,2021A00052485070
2485075,2021A00052485075
2485085,2021A00052485085
2485090,2021A00052485090
2485095,2021A00052485095
2485100,2021A00052485100
2485105,2021A00052485105
2485802,2021A00052485802
2485803,2021A00052485803
2485804,2021A00052485804
2485806,2021A00052485806
2485905,2021A00052485905
2485907,2021A00052485907
2486042,2021A00052486042
2487005,2021A00052487005
2487010,2021A00052487010
2487015,2021A00052487015
2487020,2021A00052487020
2487025,2021A00052487025
2487030,2021A00052487030
2487035,2021A00052487035
2487042,2021A00052487042
2487050,2021A00052487050
2487058,2021A00052487058
2487070,2021A00052487070
2487075,2021A00052487075
2487080,2021A00052487080
2487085,2021A00052487085
2487090,2021A00052487090
2487095,2021A00052487095
2487100,2021A00052487100
2487105,2021A00052487105
2487110,2021A00052487110
2487115,2021A00052487115
2487120,2021A00052487120
2487902,2021A00052487902
2487904,2021A00052487904
2488005,2021A00052488005
2488010,2021A00052488010
2488015,2021A00052488015
2488022,2021A00052488022
2488030,2021A00052488030
2488035,2021A00052488035
2488040,2021A00052488040
2488045,2021A00052488045
2488050,2021A00052488050
2488055,2021A00052488055
2488060,2021A00052488060
2488065,2021A00052488065
2488070,2021A00052488070
2488075,2021A00052488075
2488080,2021A00052488080
2488085,2021A00052488085
2488090,2021A00052488090
2488802,2021A00052488802
2488902,2021A00052488902
2488904,2021A00052488904
2489008,2021A00052489008
2489010,2021A00052489010
2489015,2021A00052489015
2489040,2021A00052489040
2489045,2021A00052489045
2489050,2021A00052489050
2489802,2021A00052489802
2489804,2021A00052489804
2489902,2021A00052489902
2489908,2021A00052489908
2489910,2021A00052489910
2489912,2021A00052489912
2490012,2021A00052490012
2490017,2021A00052490017
2490027,2021A00052490027
2490802,2021A00052490802
2490804,2021A00052490804
2491005,2021A00052491005
2491010,2021A00052491010
2491015,2021A00052491015
2491020,2021A00052491020
2491025,2021A00052491025
2491030,2021A00052491030
2491035,2021A00052491035
2491042,2021A00052491042
2491050,2021A00052491050
2491802,2021A00052491802
2491902,2021A00052491902
2492005,2021A00052492005
2492010,2021A00052492010
2492015,2021A00052492015
2492022,2021A00052492022
2492030,2021A00052492030
2492040,2021A00052492040
2492045,2021A00052492045
2492050,2021A00052492050
2492055,2021A00052492055
2492060,2021A00052492060
2492065,2021A00052492065
2492070,2021A00052492070
2492902,2021A00052492902
2492904,2021A00052492904
2493005,2021A00052493005
2493012,2021A00052493012
2493020,2021A00052493020
2493025,2021A00052493025
2493030,2021A00052493030
2493035,2021A00052493035
2493042,2021A00052493042
2493045,2021A00052493045
2493055,2021A00052493055
2493060,2021A00052493060
2493065,2021A00052493065
2493070,2021A00052493070
2493075,2021A00052493075
2493080,2021A00052493080
2493902,2021A00052493902
2493904,2021A00052493904
2493906,2021A00052493906
2493908,2021A00052493908
2494068,2021A00052494068
2494205,2021A00052494205
2494210,2021A00052494210
2494215,2021A00052494215
2494220,2021A00052494220
2494225,2021A00052494225
2494230,2021A00052494230
2494235,2021A00052494235
2494240,2021A00052494240
2494245,2021A00052494245
2494250,2021A00052494250
2494255,2021A00052494255
2494260,2021A00052494260
2494265,2021A00052494265
2494926,2021A00052494926
2494928,2021A00052494928
2494930,2021A00052494930
2495005,2021A00052495005
2495010,2021A00052495010
2495018,2021A00052495018
2495025,2021A00052495025
2495032,2021A00052495032
2495040,2021A00052495040
2495045,2021A00052495045
2495050,2021A00052495050
2495802,2021A00052495802
2495902,2021A00052495902
2496005,2021A00052496005
2496010,2021A00052496010
2496015,2021A00052496015
2496020,2021A00052496020
2496025,2021A00052496025
2496030,2021A00052496030
2496035,2021A00052496035
2496040,2021A00052496040
2496802,2021A00052496802
2496902,2021A00052496902
2497007,2021A00052497007
2497022,2021A00052497022
2497035,2021A00052497035
2497040,2021A00052497040
2497802,2021A00052497802
2497804,2021A00052497804
2497806,2021A00052497806
2497808,2021A00052497808
2497810,2021A00052497810
2497902,2021A00052497902
2497904,2021A00052497904
2497906,2021A00052497906
2497908,2021A00052497908
2497912,2021A00052497912
2497914,2021A00052497914
2498005,2021A00052498005
2498010,2021A00052498010
2498012,2021A00052498012
2498014,2021A00052498014
2498015,2021A00052498015
2498020,2021A00052498020
2498025,2021A00052498025
2498030,2021A00052498030
2498035,2021A00052498035
2498040,2021A00052498040
2498045,2021A00052498045
2498050,2021A00052498050
2498055,2021A00052498055
2498802,2021A00052498802
2498804,2021A00052498804
2498806,2021A00052498806
2498808,2021A00052498808
2498904,2021A00052498904
2498912,2021A00052498912
2499005,2021A00052499005
2499010,2021A00052499010
2499015,2021A00052499015
2499020,2021A00052499020
2499025,2021A00052499025
2499030,2021A00052499030
2499035,2021A00052499035
2499040,2021A00052499040
2499045,2021A00052499045
2499050,2021A00052499050
2499055,2021A00052499055
2499060,2021A00052499060
2499065,2021A00052499065
2499070,2021A00052499070
2499075,2021A00052499075
2499080,2021A00052499080
2499085,2021A00052499085
2499090,2021A00052499090
2499095,2021A00052499095
2499100,2021A00052499100
2499105,2021A00052499105
2499110,2021A00052499110
2499115,2021A00052499115
2499120,2021A00052499120
2499125,2021A00052499125
2499130,2021A00052499130
2499135,2021A00052499135
2499140,2021A00052499140
2499802,2021A00052499802
2499804,2021A00052499804
2499806,2021A00052499806
2499808,2021A00052499808
2499810,2021A00052499810
2499812,2021A00052499812
2499814,2021A00052499814
2499816,2021A00052499816
2499818,2021A00052499818
2499877,2021A00052499877
2499878,2021A00052499878
2499879,2021A00052499879
2499883,2021A00052499883
2499885,2021A00052499885
2499887,2021A00052499887
2499888,2021A00052499888
2499889,2021A00052499889
2499890,2021A00052499890
2499891,2021A00052499891
2499892,2021A00052499892
2499893,2021A00052499893
2499894,2021A00052499894
2499902,2021A00052499902
2499904,2021A00052499904
3501005,2021A00053501005
3501007,2021A00053501007
3501011,2021A00053501011
3501012,2021A00053501012
3501020,2021A00053501020
3501030,2021A00053501030
3501042,2021A00053501042
3501050,2021A00053501050
3502001,2021A00053502001
3502008,2021A00053502008
3502010,2021A00053502010
3502023,2021A00053502023
3502025,2021A00053502025
3502036,2021A00053502036
3502044,2021A00053502044
3502048,2021A00053502048
3506008,2021A00053506008
3507004,2021A00053507004
3507006,2021A00053507006
3507008,2021A00053507008
3507014,2021A00053507014
3507015,2021A00053507015
3507017,2021A00053507017
3507021,2021A00053507021
3507024,2021A00053507024
3507033,2021A00053507033
3507040,2021A00053507040
3507042,2021A00053507042
3507052,2021A00053507052
3507065,2021A00053507065
3509001,2021A00053509001
3509004,2021A00053509004
3509010,2021A00053509010
3509015,2021A00053509015
3509021,2021A00053509021
3509024,2021A00053509024
3509028,2021A00053509028
3509030,2021A00053509030
3509039,2021A00053509039
3510005,2021A00053510005
3510010,2021A00053510010
3510020,2021A00053510020
3510035,2021A00053510035
3510045,2021A00053510045
3511005,2021A00053511005
3511015,2021A00053511015
3511030,2021A00053511030
3511035,2021A00053511035
3512001,2021A00053512001
3512002,2021A00053512002
3512004,2021A00053512004
3512005,2021A00053512005
3512015,2021A00053512015
3512020,2021A00053512020
3512026,2021A00053512026
3512030,2021A00053512030
3512036,2021A00053512036
3512046,2021A00053512046
3512048,2021A00053512048
3512051,2021A00053512051
3512054,2021A00053512054
3512058,2021A00053512058
3512061,2021A00053512061
3512065,2021A00053512065
3512076,2021A00053512076
3513020,2021A00053513020
3514004,2021A00053514004
3514014,2021A00053514014
3514019,2021A00053514019
3514020,2021A00053514020
3514021,2021A00053514021
3514024,2021A00053514024
3514027,2021A00053514027
3514045,2021A00053514045
3515003,2021A00053515003
3515005,2021A00053515005
3515008,2021A00053515008
3515013,2021A00053515013
3515014,2021A00053515014
3515015,2021A00053515015
3515019,2021A00053515019
3515023,2021A00053515023
3515030,2021A00053515030
3515037,2021A00053515037
3515044,2021A00053515044
3516010,2021A00053516010
3518001,2021A00053518001
3518005,2021A00053518005
3518009,2021A00053518009
3518013,2021A00053518013
3518017,2021A00053518017
3518020,2021A00053518020
3518022,2021A00053518022
3518029,2021A00053518029
3518039,2021A00053518039
3519028,2021A00053519028
3519036,2021A00053519036
3519038,2021A00053519038
3519044,2021A00053519044
3519046,2021A00053519046
3519048,2021A00053519048
3519049,2021A00053519049
3519054,2021A00053519054
3519070,2021A00053519070
3519076,2021A00053519076
3520005,2021A00053520005
3521005,2021A00053521005
3521010,2021A00053521010
3521024,2021A00053521024
3522001,2021A00053522001
3522008,2021A00053522008
3522010,2021A00053522010
3522012,2021A00053522012
3522014,2021A00053522014
3522016,2021A00053522016
3522019,2021A00053522019
3522021,2021A00053522021
3523001,2021A00053523001
3523008,2021A00053523008
3523009,2021A00053523009
3523017,2021A00053523017
3523025,2021A00053523025
3523033,2021A00053523033
3523043,2021A00053523043
3523050,2021A00053523050
3524001,2021A00053524001
3524002,2021A00053524002
3524009,2021A00053524009
3524015,2021A00053524015
3525005,2021A00053525005
3526003,2021A00053526003
3526011,2021A00053526011
3526014,2021A00053526014
3526021,2021A00053526021
3526028,2021A00053526028
3526032,2021A00053526032
3526037,2021A00053526037
3526043,2021A00053526043
3526047,2021A00053526047
3526053,2021A00053526053
3526057,2021A00053526057
3526065,2021A00053526065
3528018,2021A00053528018
3528035,2021A00053528035
3528037,2021A00053528037
3528052,2021A00053528052
3529005,2021A00053529005
3529006,2021A00053529006
3529020,2021A00053529020
3529021,2021A00053529021
3530004,2021A00053530004
3530010,2021A00053530010
3530013,2021A00053530013
3530016,2021A00053530016
3530020,2021A00053530020
3530027,2021A00053530027
3530035,2021A00053530035
3531011,2021A00053531011
3531013,2021A00053531013
3531016,2021A00053531016
3531025,2021A00053531025
3531030,2021A00053531030
3531040,2021A00053531040
3532002,2021A00053532002
3532004,2021A00053532004
3532012,2021A00053532012
3532018,2021A00053532018
3532027,2021A00053532027
3532038,2021A00053532038
3532042,2021A00053532042
3532045,2021A00053532045
3534005,2021A00053534005
3534010,2021A00053534010
3534011,2021A00053534011
3534020,2021A00053534020
3534021,2021A00053534021
3534024,2021A00053534024
3534030,2021A00053534030
3534042,2021A00053534042
3536020,2021A00053536020
3536029,2021A00053536029
3537001,2021A00053537001
3537003,2021A00053537003
3537013,2021A00053537013
3537016,2021A00053537016
3537028,2021A00053537028
3537034,2021A00053537034
3537039,2021A00053537039
3537048,2021A00053537048
3537064,2021A00053537064
3538003,2021A00053538003
3538004,2021A00053538004
3538007,2021A00053538007
3538015,2021A00053538015
3538016,2021A00053538016
3538018,2021A00053538018
3538019,2021A00053538019
3538025,2021A00053538025
3538030,2021A00053538030
3538031,2021A00053538031
3538035,2021A00053538035
3538040,2021A00053538040
3538043,2021A00053538043
3538056,2021A00053538056
3539002,2021A00053539002
3539005,2021A00053539005
3539015,2021A00053539015
3539017,2021A00053539017
3539018,2021A00053539018
3539021,2021A00053539021
3539027,2021A00053539027
3539033,2021A00053539033
3539036,2021A00053539036
